issues,status,type,words,titleLen,descLen,h1,url,title,description,canonical
"","200","airline","2616","24","150","1","https://www.originfacts.com/airlines/air-france","Air France · Originfacts","Air France is France’s flag carrier and a major European scheduled airline. Founded in 1933 through the consolidation of several French aviation compa","https://www.originfacts.com/airlines/air-france"
"","200","airline","1482","27","150","1","https://www.originfacts.com/airlines/air-greenland","Air Greenland · Originfacts","Air Greenland was founded in 1960 as Grønlandsfly and adopted its current name in 2002. It is Greenland’s national airline and has been wholly owned b","https://www.originfacts.com/airlines/air-greenland"
"","200","airline","1418","33","150","1","https://www.originfacts.com/airlines/air-iceland-connect","Air Iceland Connect · Originfacts","Air Iceland Connect was the operating brand of Air Iceland, an Icelandair Group regional carrier. Its aviation heritage reached back to 1937, while th","https://www.originfacts.com/airlines/air-iceland-connect"
"","200","airline","1943","23","150","1","https://www.originfacts.com/airlines/air-india","Air India · Originfacts","Air India traces its origins to 1932, when J. R. D. Tata established Tata Airlines. The business adopted the Air India name in 1946 and was later nati","https://www.originfacts.com/airlines/air-india"
"","200","airline","1436","31","150","1","https://www.originfacts.com/airlines/air-india-express","Air India Express · Originfacts","Air India Express was established by Air India and began operations in 2005, initially serving as the group’s low-cost airline for international route","https://www.originfacts.com/airlines/air-india-express"
"","200","airline","1163","23","150","1","https://www.originfacts.com/airlines/air-japan","Air Japan · Originfacts","Air Japan Co., Ltd. traces its history to 1990, when it was established as World Air Network, and adopted the Air Japan name in 2001. The company is w","https://www.originfacts.com/airlines/air-japan"
"","200","airline","1122","26","150","1","https://www.originfacts.com/airlines/air-kiribati","Air Kiribati · Originfacts","Air Kiribati is the national airline of the Republic of Kiribati and a wholly government-owned enterprise. Established in 1995, it succeeded the count","https://www.originfacts.com/airlines/air-kiribati"
"","200","airline","1381","23","150","1","https://www.originfacts.com/airlines/air-koryo","Air Koryo · Originfacts","Air Koryo is North Korea’s state-owned flag carrier and operates under the IATA code JS and ICAO code KOR. It traces its history to 1955, when Chosonm","https://www.originfacts.com/airlines/air-koryo"
"","200","airline","1424","23","150","1","https://www.originfacts.com/airlines/air-libya","Air Libya · Originfacts","Air Libya is a privately owned Libyan airline founded in 1996, originally operating under the Tibesti Aviation identity. It later used the name Tibest","https://www.originfacts.com/airlines/air-libya"
"","200","airline","1471","23","155","1","https://www.originfacts.com/airlines/air-macau","Air Macau · Originfacts","Air Macau is the flag carrier of Macao, a special administrative region of the People&#x27;s Republic of China. Incorporated in 1994, it began commercial o","https://www.originfacts.com/airlines/air-macau"
"","200","airline","1583","28","150","1","https://www.originfacts.com/airlines/air-madagascar","Air Madagascar · Originfacts","Air Madagascar was established in 1962 and developed as Madagascar’s national flag carrier following independence. Historically controlled by the Mala","https://www.originfacts.com/airlines/air-madagascar"
"","200","airline","1551","27","150","1","https://www.originfacts.com/airlines/air-mauritius","Air Mauritius · Originfacts","Air Mauritius is the national airline of Mauritius. Established in 1967, it began flying in 1972 and has become an important part of the island nation","https://www.originfacts.com/airlines/air-mauritius"
"","200","airline","1408","24","150","1","https://www.originfacts.com/airlines/air-mekong","Air Mekong · Originfacts","Air Mekong was a privately owned Vietnamese scheduled airline founded in 2009 and backed by BIM Group, a diversified company based in Vietnam. Commerc","https://www.originfacts.com/airlines/air-mekong"
"","200","airline","1435","23","150","1","https://www.originfacts.com/airlines/air-moana","Air Moana · Originfacts","Air Moana is a scheduled airline associated with Spain and the legal name Air Madrid, using the IATA code NM and ICAO code DRD. Reliable details about","https://www.originfacts.com/airlines/air-moana"
"","200","airline","1522","25","150","1","https://www.originfacts.com/airlines/air-moldova","Air Moldova · Originfacts","Air Moldova was founded in 1993 following Moldova’s independence and developed from the civil aviation operation previously based in the Moldavian Sov","https://www.originfacts.com/airlines/air-moldova"
"","200","airline","1456","25","149","1","https://www.originfacts.com/airlines/air-namibia","Air Namibia · Originfacts","Air Namibia was Namibia’s state-owned flag carrier and operated scheduled passenger services under the SW airline code. Its origins extended to South","https://www.originfacts.com/airlines/air-namibia"
"","200","airline","1923","29","150","1","https://www.originfacts.com/airlines/air-new-zealand","Air New Zealand · Originfacts","Air New Zealand traces its origins to Tasman Empire Airways Limited, founded in 1940, and adopted its present name in 1965. The New Zealand government","https://www.originfacts.com/airlines/air-new-zealand"
"","200","airline","1122","24","150","1","https://www.originfacts.com/airlines/air-niamey","Air Niamey · Originfacts","Air Niamey was a Nigerien charter carrier founded in 2007 and based in the national capital. Public information about its ownership and corporate stru","https://www.originfacts.com/airlines/air-niamey"
"","200","airline","1547","25","150","1","https://www.originfacts.com/airlines/air-niugini","Air Niugini · Originfacts","Air Niugini is Papua New Guinea’s national airline and is owned by the national government. Established in 1973, it began flying in November of that y","https://www.originfacts.com/airlines/air-niugini"
"","200","airline","1427","23","150","1","https://www.originfacts.com/airlines/air-north","Air North · Originfacts","Air North is a Canadian scheduled airline founded in 1977 as Air North Charter and Training. It is based in Whitehorse and has developed a distinct id","https://www.originfacts.com/airlines/air-north"
"","200","airline","1132","25","150","1","https://www.originfacts.com/airlines/air-nostrum","Air Nostrum · Originfacts","Air Nostrum was founded in Valencia in 1994 and began scheduled flying later that year. Privately funded and legally distinct from Iberia, the Spanish","https://www.originfacts.com/airlines/air-nostrum"
"","200","airline","1419","27","150","1","https://www.originfacts.com/airlines/air-rarotonga","Air Rarotonga · Originfacts","Air Rarotonga is a privately owned Cook Islands airline founded in 1978. Based in the country’s capital, it operates scheduled passenger services unde","https://www.originfacts.com/airlines/air-rarotonga"
"","200","airline","1402","30","150","1","https://www.originfacts.com/airlines/air-saint-pierre","Air Saint Pierre · Originfacts","Air Saint-Pierre is a French scheduled airline based in the overseas collectivity of Saint-Pierre and Miquelon. Founded in 1964, it provides essential","https://www.originfacts.com/airlines/air-saint-pierre"
"","200","airline","1664","24","154","1","https://www.originfacts.com/airlines/air-serbia","Air Serbia · Originfacts","Air Serbia is Serbia&#x27;s national flag carrier and operates scheduled passenger services under the JU airline code. The current Air Serbia identity was","https://www.originfacts.com/airlines/air-serbia"
"","200","airline","1452","28","150","1","https://www.originfacts.com/airlines/air-seychelles","Air Seychelles · Originfacts","Air Seychelles was founded in 1977 as Seychelles Airlines after the consolidation of the local operators Air Mahé and Inter-Island Airways, adopting i","https://www.originfacts.com/airlines/air-seychelles"
"","200","airline","1490","24","150","1","https://www.originfacts.com/airlines/air-tahiti","Air Tahiti · Originfacts","Air Tahiti is a French scheduled airline based in French Polynesia. Its origins extend to the inter-island RAI network established in 1958, which beca","https://www.originfacts.com/airlines/air-tahiti"
"","200","airline","1496","28","150","1","https://www.originfacts.com/airlines/air-tahiti-nui","Air Tahiti Nui · Originfacts","Air Tahiti Nui was founded in 1996 and began commercial operations in 1998, establishing a dedicated long-haul airline for French Polynesia. It is maj","https://www.originfacts.com/airlines/air-tahiti-nui"
"","200","airline","1152","26","149","1","https://www.originfacts.com/airlines/air-tanzania","Air Tanzania · Originfacts","Air Tanzania was established in 1977 after the dissolution of East African Airways and serves as the national airline of Tanzania. It is owned by the","https://www.originfacts.com/airlines/air-tanzania"
"","200","airline","1399","26","150","1","https://www.originfacts.com/airlines/air-thanlwin","Air Thanlwin · Originfacts","Air Thanlwin is a scheduled airline headquartered in Myanmar and identified by IATA code ST and ICAO code RTL. Its corporate identity developed from Y","https://www.originfacts.com/airlines/air-thanlwin"
"","200","airline","1387","23","150","1","https://www.originfacts.com/airlines/air-tindi","Air Tindi · Originfacts","Air Tindi is a privately owned Canadian regional airline established in Yellowknife in 1988. Founded by members of the Arychuk family, it developed ar","https://www.originfacts.com/airlines/air-tindi"
"","200","airline","1511","25","150","1","https://www.originfacts.com/airlines/air-transat","Air Transat · Originfacts","Air Transat is a Canadian scheduled leisure airline founded in Montreal in 1986, with flight operations beginning in 1987. It is owned by Transat A.T.","https://www.originfacts.com/airlines/air-transat"
"","200","airline","1173","48","150","1","https://www.originfacts.com/airlines/air-transport-international-llc","Air Transport International L.L.C. · Originfacts","Air Transport International, commonly known as ATI, is a United States airline whose operating history dates to 1978, with flight operations beginning","https://www.originfacts.com/airlines/air-transport-international-llc"
"","200","airline","1564","25","150","1","https://www.originfacts.com/airlines/air-vanuatu","Air Vanuatu · Originfacts","Air Vanuatu was established in 1981 and is Vanuatu’s state-owned national airline. It has traditionally served both a public-transport role and a tour","https://www.originfacts.com/airlines/air-vanuatu"
"","200","airline","1118","26","150","1","https://www.originfacts.com/airlines/air-zimbabwe","Air Zimbabwe · Originfacts","Air Zimbabwe is Zimbabwe’s national airline and a state-owned carrier. Its origins lie in Air Rhodesia, established in 1967, while the Air Zimbabwe id","https://www.originfacts.com/airlines/air-zimbabwe"
"","200","airline","1441","21","150","1","https://www.originfacts.com/airlines/airasia","AirAsia · Originfacts","AirAsia was founded in 1993 and began operations in 1996. Tune Air, led by Tony Fernandes and Kamarudin Meranun, acquired the struggling carrier in 20","https://www.originfacts.com/airlines/airasia"
"","200","airline","1396","23","150","1","https://www.originfacts.com/airlines/airasia-x","AirAsia X · Originfacts","AirAsia X is a Malaysian low-cost airline founded in 2006 and launched scheduled passenger services in 2007. It operates under the AirAsia brand throu","https://www.originfacts.com/airlines/airasia-x"
"","200","airline","1106","28","150","1","https://www.originfacts.com/airlines/airbridgecargo","AirBridgeCargo · Originfacts","AirBridgeCargo Airlines is a Russian all-cargo carrier created by the privately owned Volga-Dnepr Group. The project began in 2003, and commercial ser","https://www.originfacts.com/airlines/airbridgecargo"
"","200","airline","1346","22","150","1","https://www.originfacts.com/airlines/airkenya","AirKenya · Originfacts","Airkenya Express is a Kenyan scheduled airline whose origins date to the mid-1970s. Airkenya Ltd operated four small aircraft in 1975 and merged its o","https://www.originfacts.com/airlines/airkenya"
"","200","airline","1483","22","150","1","https://www.originfacts.com/airlines/aircalin","Aircalin · Originfacts","Aircalin was founded in Nouméa in 1983 as Air Calédonie International and is New Caledonia’s international airline. It is distinct from Air Calédonie,","https://www.originfacts.com/airlines/aircalin"
"","200","airline","1118","26","150","1","https://www.originfacts.com/airlines/airline-urga","Airline Urga · Originfacts","Airline Urga, legally registered as Air Urga, was founded in 1993 in Ukraine. It is structured as a private joint-stock company and is headquartered i","https://www.originfacts.com/airlines/airline-urga"
"","200","airline","1133","21","150","1","https://www.originfacts.com/airlines/airlink","Airlink · Originfacts","Airlink is a privately owned South African regional airline founded in 1992. Although the supplied data lists Austria as its headquarters country, air","https://www.originfacts.com/airlines/airlink"
"","200","airline","1440","22","150","1","https://www.originfacts.com/airlines/airnorth","Airnorth · Originfacts","Airnorth is an Australian regional airline founded in Darwin in 1978, initially providing charter flights across the Northern Territory. It subsequent","https://www.originfacts.com/airlines/airnorth"
"short_description","200","airline","1330","18","52","1","https://www.originfacts.com/airlines/ajet","Ajet · Originfacts","Ajet (VF/THY) is a low-cost airline based in Cyprus.","https://www.originfacts.com/airlines/ajet"
"","200","airline","1377","23","150","1","https://www.originfacts.com/airlines/aklak-air","Aklak Air · Originfacts","Aklak Air is a Canadian scheduled and charter airline headquartered in Inuvik, Northwest Territories. The carrier says its present corporate form date","https://www.originfacts.com/airlines/aklak-air"
"","200","airline","1410","41","150","1","https://www.originfacts.com/airlines/almasria-universal-airlines","AlMasria Universal Airlines · Originfacts","AlMasria Universal Airlines is a privately owned Egyptian carrier established in 2007, with commercial operations beginning in 2009. It operates under","https://www.originfacts.com/airlines/almasria-universal-airlines"
"","200","airline","1964","29","150","1","https://www.originfacts.com/airlines/alaska-airlines","Alaska Airlines · Originfacts","Alaska Airlines traces its origins to McGee Airways, founded in 1932 to serve communities in the territory of Alaska. It adopted the Alaska Airlines n","https://www.originfacts.com/airlines/alaska-airlines"
"","200","airline","2145","32","150","1","https://www.originfacts.com/airlines/all-nippon-airways","All Nippon Airways · Originfacts","All Nippon Airways, widely known as ANA, was founded in 1952 and began operations with helicopters before expanding into scheduled fixed-wing services","https://www.originfacts.com/airlines/all-nippon-airways"
"","200","airline","1518","27","150","1","https://www.originfacts.com/airlines/allegiant-air","Allegiant Air · Originfacts","Allegiant Air is an American low-cost carrier founded in 1997 and headquartered in Las Vegas. It is part of Allegiant Travel Company, a publicly trade","https://www.originfacts.com/airlines/allegiant-air"
"","200","airline","1358","30","150","1","https://www.originfacts.com/airlines/amakusa-airlines","Amakusa Airlines · Originfacts","Amakusa Airlines was established on 12 October 1998 and began scheduled operations on 23 March 2000. It is a public-private regional carrier headquart","https://www.originfacts.com/airlines/amakusa-airlines"
"","200","airline","2489","31","150","1","https://www.originfacts.com/airlines/american-airlines","American Airlines · Originfacts","American Airlines traces its foundation to 1930, when a group of smaller aviation companies was consolidated as American Airways. The American Airline","https://www.originfacts.com/airlines/american-airlines"
"","200","airline","1415","41","149","1","https://www.originfacts.com/airlines/amerijet-international-inc","Amerijet International Inc. · Originfacts","Amerijet International Inc. is a United States airline founded in 1974 and legally registered as Amerijet International. It is identified by the IATA","https://www.originfacts.com/airlines/amerijet-international-inc"
"","200","airline","1473","36","150","1","https://www.originfacts.com/airlines/ariana-afghan-airlines","Ariana Afghan Airlines · Originfacts","Founded in 1955, Ariana Afghan Airlines is Afghanistan’s state-owned national flag carrier and one of the country’s longest-established aviation insti","https://www.originfacts.com/airlines/ariana-afghan-airlines"
"","200","airline","1485","22","150","1","https://www.originfacts.com/airlines/arik-air","Arik Air · Originfacts","Arik Air is a Nigerian scheduled airline founded in 2002 by businessman Joseph Arumemi-Ikhide and launched commercial services in 2006. The carrier de","https://www.originfacts.com/airlines/arik-air"
"","200","airline","1424","19","149","1","https://www.originfacts.com/airlines/arkia","Arkia · Originfacts","Arkia was founded in 1949 as Israel Inland Airlines and began flying in 1950, initially providing domestic connections to Eilat. It later adopted the","https://www.originfacts.com/airlines/arkia"
"","200","airline","1405","29","150","1","https://www.originfacts.com/airlines/aserca-airlines","Aserca Airlines · Originfacts","Aserca Airlines was a privately owned Venezuelan scheduled airline whose origins dated to 1968, although regular passenger operations began in 1991. I","https://www.originfacts.com/airlines/aserca-airlines"
"","200","airline","1889","29","150","1","https://www.originfacts.com/airlines/asiana-airlines","Asiana Airlines · Originfacts","Asiana Airlines is a South Korean full-service carrier founded in 1988 as the country’s second major international airline. It operates scheduled pass","https://www.originfacts.com/airlines/asiana-airlines"
"","200","airline","1448","30","150","1","https://www.originfacts.com/airlines/atlantic-airways","Atlantic Airways · Originfacts","Atlantic Airways was established in 1987 and began operations in 1988. It is owned by the government of the Faroe Islands and functions as the territo","https://www.originfacts.com/airlines/atlantic-airways"
"","200","airline","1127","23","150","1","https://www.originfacts.com/airlines/atlas-air","Atlas Air · Originfacts","Atlas Air was founded in 1992 and began operations with Boeing 747 freighter aircraft. It is a subsidiary of Atlas Air Worldwide Holdings, which becam","https://www.originfacts.com/airlines/atlas-air"
"","200","airline","1109","19","150","1","https://www.originfacts.com/airlines/atran","Atran · Originfacts","Atran is a Russian cargo airline whose history traces back to a Soviet aviation unit established in 1942. The present identity developed after the bus","https://www.originfacts.com/airlines/atran"
"","200","airline","2093","31","150","1","https://www.originfacts.com/airlines/austrian-airlines","Austrian Airlines · Originfacts","Austrian Airlines is Austria’s flag carrier and traces its present corporate history to 1957, with scheduled operations beginning in 1958. The airline","https://www.originfacts.com/airlines/austrian-airlines"
"","200","airline","1688","21","155","1","https://www.originfacts.com/airlines/avianca","Avianca · Originfacts","Avianca traces its origins to 1919, when SCADTA was founded in Barranquilla, and it is among the world&#x27;s oldest airline brands still operating. The ca","https://www.originfacts.com/airlines/avianca"
"","200","airline","1585","32","150","1","https://www.originfacts.com/airlines/avianca-costa-rica","Avianca Costa Rica · Originfacts","Avianca Costa Rica traces its origins to 1945, when Líneas Aéreas Costarricenses, commonly known as LACSA, was established. It later became part of th","https://www.originfacts.com/airlines/avianca-costa-rica"
"","200","airline","1427","29","150","1","https://www.originfacts.com/airlines/avianca-ecuador","Avianca Ecuador · Originfacts","Avianca Ecuador traces its origins to 1985, when the carrier was established as AeroGal, short for Aerolíneas Galápagos. After becoming part of the Av","https://www.originfacts.com/airlines/avianca-ecuador"
"","200","airline","1133","25","150","1","https://www.originfacts.com/airlines/aviastar-tu","Aviastar-TU · Originfacts","Aviastar-TU is a Russian freight airline established in 2000. Although some aviation databases classify it as a scheduled carrier, its identity is tha","https://www.originfacts.com/airlines/aviastar-tu"
"","200","airline","1386","37","150","1","https://www.originfacts.com/airlines/avion-express-lithuania","Avion Express Lithuania · Originfacts","Avion Express is a Lithuanian airline founded in 2005 as Nordic Solutions Air Services and renamed Avion Express in 2013. Headquartered in Vilnius, it","https://www.originfacts.com/airlines/avion-express-lithuania"
"","200","airline","1135","33","150","1","https://www.originfacts.com/airlines/avion-express-malta","Avion Express Malta · Originfacts","Avion Express Malta is a Malta-registered airline established in 2019 as part of Avion Express, a Lithuanian-origin aviation business owned by Avia So","https://www.originfacts.com/airlines/avion-express-malta"
"","200","airline","1592","33","150","1","https://www.originfacts.com/airlines/azerbaijan-airlines","Azerbaijan Airlines · Originfacts","Azerbaijan Airlines, widely known as AZAL, is the national flag carrier of Azerbaijan. Established in 1992 after the country gained independence, it o","https://www.originfacts.com/airlines/azerbaijan-airlines"
"","200","airline","1376","25","150","1","https://www.originfacts.com/airlines/bvi-airways","BVI Airways · Originfacts","BVI Airways was a privately owned scheduled carrier based in the British Virgin Islands. Established in 2009, it began passenger operations in 2010 un","https://www.originfacts.com/airlines/bvi-airways"
"","200","airline","1515","29","150","1","https://www.originfacts.com/airlines/bangkok-airways","Bangkok Airways · Originfacts","Bangkok Airways began in 1968 as Sahakol Air, initially operating charter services before adopting its current name in 1989. Today it operates as Bang","https://www.originfacts.com/airlines/bangkok-airways"
"","200","airline","1126","23","150","1","https://www.originfacts.com/airlines/batik-air","Batik Air · Originfacts","Batik Air is an Indonesian scheduled airline founded in 2012 and launched commercially in 2013. It belongs to Lion Air Group, the privately owned avia","https://www.originfacts.com/airlines/batik-air"
"","200","airline","1390","31","149","1","https://www.originfacts.com/airlines/bearskin-airlines","Bearskin Airlines · Originfacts","Bearskin Airlines is a Canadian regional carrier founded in 1963 and headquartered in Thunder Bay, Ontario. It began as a small bush-flying operation","https://www.originfacts.com/airlines/bearskin-airlines"
"","200","airline","1505","38","150","1","https://www.originfacts.com/airlines/beijing-capital-airlines","Beijing Capital Airlines · Originfacts","Beijing Capital Airlines is a scheduled Chinese airline whose roots date to 1995, when its predecessor began operating as Deer Jet. The Beijing Capita","https://www.originfacts.com/airlines/beijing-capital-airlines"
"","200","airline","1123","30","150","1","https://www.originfacts.com/airlines/bemidji-airlines","Bemidji Airlines · Originfacts","Bemidji Airlines traces its history to 1946 and began operations in 1947 with a single Noorduyn Norseman. Legally operating as Bemidji Aviation Servic","https://www.originfacts.com/airlines/bemidji-airlines"
"","200","airline","1443","24","150","1","https://www.originfacts.com/airlines/bering-air","Bering Air · Originfacts","Bering Air is a privately held, family-owned regional airline based in Nome, Alaska. Founded in 1979 by Jim and Christine Rowe, it began with a single","https://www.originfacts.com/airlines/bering-air"
"","200","airline","1402","25","150","1","https://www.originfacts.com/airlines/berjaya-air","Berjaya Air · Originfacts","Berjaya Air is a Malaysian airline founded in 1989 and associated with the Berjaya corporate group. Operating under the IATA code J8 and ICAO code BVT","https://www.originfacts.com/airlines/berjaya-air"
"","200","airline","1120","29","150","1","https://www.originfacts.com/airlines/bhutan-airlines","Bhutan Airlines · Originfacts","Bhutan Airlines is a privately owned Bhutanese carrier operated by Tashi Air Private Limited, part of the Tashi Group. Established in 2011, it initial","https://www.originfacts.com/airlines/bhutan-airlines"
"","200","airline","1459","29","150","1","https://www.originfacts.com/airlines/binter-canarias","Binter Canarias · Originfacts","Binter Canarias is a Spanish scheduled airline founded in 1989 to operate regional services within the Canary Islands. It began flying as an Iberia su","https://www.originfacts.com/airlines/binter-canarias"
"","200","airline","1118","22","150","1","https://www.originfacts.com/airlines/blue-air","Blue Air · Originfacts","Blue Air was founded in 2004 as a privately owned Romanian low-cost airline and developed into one of the country’s most recognisable aviation brands.","https://www.originfacts.com/airlines/blue-air"
"","200","airline","1444","26","150","1","https://www.originfacts.com/airlines/blue-islands","Blue Islands · Originfacts","Blue Islands is an independently operated regional airline headquartered in Guernsey. Its origins date to 1999, when the business began flying under t","https://www.originfacts.com/airlines/blue-islands"
"","200","airline","1526","19","150","1","https://www.originfacts.com/airlines/blue1","Blue1 · Originfacts","Blue1 was founded in Finland in 1987 as Air Botnia and adopted the Blue1 name in 2004. The airline became part of the Scandinavian Airlines System gro","https://www.originfacts.com/airlines/blue1"
"","200","airline","1464","35","150","1","https://www.originfacts.com/airlines/boliviana-de-aviacion","Boliviana de Aviación · Originfacts","Boliviana de Aviación, commonly known as BoA, is Bolivia’s state-owned flag carrier. Established in 2007 by the Bolivian government, it began commerci","https://www.originfacts.com/airlines/boliviana-de-aviacion"
"","200","airline","1129","28","150","1","https://www.originfacts.com/airlines/breeze-airways","Breeze Airways · Originfacts","Breeze Airways is a privately held U.S. low-cost carrier founded by aviation entrepreneur David Neeleman, whose previous airline ventures include JetB","https://www.originfacts.com/airlines/breeze-airways"
"","200","airline","1128","22","150","1","https://www.originfacts.com/airlines/brit-air","Brit Air · Originfacts","Brit Air was a French regional airline founded in 1973 in Brittany. Initially an independent operator, it developed into an important feeder carrier f","https://www.originfacts.com/airlines/brit-air"
"","200","airline","2393","29","150","1","https://www.originfacts.com/airlines/british-airways","British Airways · Originfacts","British Airways was formed in 1974 through the merger of British Overseas Airways Corporation and British European Airways, although its corporate lin","https://www.originfacts.com/airlines/british-airways"
"","200","airline","2047","31","149","1","https://www.originfacts.com/airlines/brussels-airlines","Brussels Airlines · Originfacts","Brussels Airlines is Belgium’s flag carrier and a scheduled passenger airline headquartered near Brussels Airport. It was created in 2006 through the","https://www.originfacts.com/airlines/brussels-airlines"
"","200","airline","1419","24","150","1","https://www.originfacts.com/airlines/buddha-air","Buddha Air · Originfacts","Buddha Air is a privately owned Nepalese scheduled airline founded in 1996, with commercial operations beginning in 1997. The carrier is based in Nepa","https://www.originfacts.com/airlines/buddha-air"
"","200","airline","1122","36","149","1","https://www.originfacts.com/airlines/ceiba-intercontinental","CEIBA Intercontinental · Originfacts","CEIBA Intercontinental is the national airline of Equatorial Guinea and operates under the IATA code C2 and ICAO code CEL. Established in 2007, it is","https://www.originfacts.com/airlines/ceiba-intercontinental"
"","200","airline","1727","32","150","1","https://www.originfacts.com/airlines/csa-czech-airlines","CSA Czech Airlines · Originfacts","Czech Airlines, widely known by its CSA abbreviation and OK airline code, was founded in 1923 as Czechoslovak State Airlines. It became the flag carri","https://www.originfacts.com/airlines/csa-czech-airlines"
"","200","airline","1539","33","150","1","https://www.originfacts.com/airlines/cabo-verde-airlines","Cabo Verde Airlines · Originfacts","Cabo Verde Airlines is the flag carrier of Cape Verde, operating under the IATA code VR and ICAO code TCV. Its history begins with TACV, established i","https://www.originfacts.com/airlines/cabo-verde-airlines"
"","200","airline","1487","22","150","1","https://www.originfacts.com/airlines/calm-air","Calm Air · Originfacts","Calm Air is a Canadian scheduled regional airline founded in 1962 by Carl and Gail Morberg in Churchill, Manitoba. The carrier developed around the pr","https://www.originfacts.com/airlines/calm-air"
"","200","airline","1513","28","150","1","https://www.originfacts.com/airlines/canadian-north","Canadian North · Originfacts","Canadian North is a scheduled Canadian airline whose roots date to 1989. The present carrier took shape after Canadian North and First Air combined in","https://www.originfacts.com/airlines/canadian-north"
"","200","airline","1400","23","150","1","https://www.originfacts.com/airlines/carpatair","Carpatair · Originfacts","Carpatair is a Romanian airline founded in 1999, initially under the name Veg Air, and began operations in 2000. It subsequently adopted the Carpatair","https://www.originfacts.com/airlines/carpatair"
"","200","airline","1812","28","155","1","https://www.originfacts.com/airlines/cathay-pacific","Cathay Pacific · Originfacts","Cathay Pacific was founded in 1946 and has developed into Hong Kong&#x27;s principal full-service airline. Its corporate identity is closely associated wit","https://www.originfacts.com/airlines/cathay-pacific"
"","200","airline","1449","28","150","1","https://www.originfacts.com/airlines/cayman-airways","Cayman Airways · Originfacts","Cayman Airways was founded in 1968 and is wholly owned by the Government of the Cayman Islands. It serves as the territory’s flag carrier, using the S","https://www.originfacts.com/airlines/cayman-airways"
"","200","airline","1498","26","150","1","https://www.originfacts.com/airlines/cebu-pacific","Cebu Pacific · Originfacts","Cebu Pacific is a Philippine low-cost airline founded in 1988 and launched scheduled passenger operations in 1996. It operates under Cebu Air, Inc., a","https://www.originfacts.com/airlines/cebu-pacific"
"","200","airline","1456","34","150","1","https://www.originfacts.com/airlines/central-mountain-air","Central Mountain Air · Originfacts","Central Mountain Air is a privately owned Canadian regional airline founded in 1987. Based in Smithers, British Columbia, it operates scheduled passen","https://www.originfacts.com/airlines/central-mountain-air"
"","200","airline","1122","33","150","1","https://www.originfacts.com/airlines/chautauqua-airlines","Chautauqua Airlines · Originfacts","Chautauqua Airlines was founded in 1973 in Jamestown, New York, taking its name from the surrounding Chautauqua County. It developed from a small loca","https://www.originfacts.com/airlines/chautauqua-airlines"
"","200","airline","1409","30","150","1","https://www.originfacts.com/airlines/chengdu-airlines","Chengdu Airlines · Originfacts","Chengdu Airlines is a scheduled Chinese carrier headquartered in Chengdu, Sichuan Province. It was established in 2004 as United Eagle Airlines and ad","https://www.originfacts.com/airlines/chengdu-airlines"
"","200","airline","1754","28","150","1","https://www.originfacts.com/airlines/china-airlines","China Airlines · Originfacts","Founded in 1959, China Airlines is Taiwan’s flag carrier and a scheduled full-service airline. It is part of the state-linked China Airlines Group and","https://www.originfacts.com/airlines/china-airlines"
"","200","airline","1138","34","150","1","https://www.originfacts.com/airlines/china-cargo-airlines","China Cargo Airlines · Originfacts","China Cargo Airlines was established in 1998 and is headquartered in Shanghai. It was created as China’s first airline dedicated to scheduled all-carg","https://www.originfacts.com/airlines/china-cargo-airlines"
"","200","airline","2249","27","155","1","https://www.originfacts.com/airlines/china-eastern","China Eastern · Originfacts","China Eastern Airlines is a state-owned scheduled carrier headquartered in Shanghai, China. Established in 1988 following the restructuring of China&#x27;s","https://www.originfacts.com/airlines/china-eastern"
"","200","airline","1460","36","150","1","https://www.originfacts.com/airlines/china-express-airlines","China Express Airlines · Originfacts","Founded in 2006, China Express Airlines is a scheduled carrier based in the People’s Republic of China. It developed as a specialist regional airline,","https://www.originfacts.com/airlines/china-express-airlines"
"","200","airline","2157","37","154","1","https://www.originfacts.com/airlines/china-southern-airlines","China Southern Airlines · Originfacts","Founded in 1988, China Southern Airlines is one of the largest scheduled passenger carriers in the People&#x27;s Republic of China. It is headquartered in","https://www.originfacts.com/airlines/china-southern-airlines"
"","200","airline","1474","35","150","1","https://www.originfacts.com/airlines/china-united-airlines","China United Airlines · Originfacts","China United Airlines is a Chinese low-cost carrier founded in 1986. Originally associated with the People’s Liberation Army Air Force, it later becam","https://www.originfacts.com/airlines/china-united-airlines"
"","200","airline","1123","32","149","1","https://www.originfacts.com/airlines/chongqing-airlines","Chongqing Airlines · Originfacts","Chongqing Airlines was established in 2007 as a joint venture between China Southern Airlines and a Chongqing municipal transport investment company.","https://www.originfacts.com/airlines/chongqing-airlines"
"","200","airline","1109","20","150","1","https://www.originfacts.com/airlines/cimber","Cimber · Originfacts","Cimber Air was founded in Denmark in 1950 as Sønderjyllands Flyveselskab and adopted the Cimber Air name in 1969. The privately developed regional car","https://www.originfacts.com/airlines/cimber"
"","200","airline","1360","22","150","1","https://www.originfacts.com/airlines/citilink","Citilink · Originfacts","Citilink is an Indonesian low-cost carrier founded in 2001, initially as a lower-fare brand within Garuda Indonesia. It later became a separately mana","https://www.originfacts.com/airlines/citilink"
"","200","airline","1466","22","149","1","https://www.originfacts.com/airlines/conviasa","Conviasa · Originfacts","Conviasa is Venezuela’s government-owned flag carrier and was established in 2004. Its full name is Consorcio Venezolano de Industrias Aeronáuticas y","https://www.originfacts.com/airlines/conviasa"
